No,id_item,nama_item,katagory,Brand,harga,rating
97,TE097,Executive Black Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,7"
98,TE098,Executive Cream Flap Sling Bag,Bag,Executive,69980,"4,6"
99,TE099,Executive Khaki Chain Handle Bag,Bag,Executive,75980,"4,5"
100,TE100,Executive Black Tote Bag,Bag,Executive,297415,"4,6"
1,ER001,Erigo TShirt Basic Olive White Unisex,T-Shirt,Erigo,60000,"4,8"
2,ER002,Erigo TShirt Basic Mustard White Unisex,T-Shirt,Erigo,60000,"4,9"
3,ER003,Erigo TShirt Basic Cream White Unisex,T-Shirt,Erigo,60000,"4,8"
4,ER004,Erigo TShirt Basic Navy White Unisex,T-Shirt,Erigo,60000,"4,5"
5,ER005,Erigo TShirt Basic Emerald White Unisex,T-Shirt,Erigo,60000,"4,6"
6,ER006,Erigo TShirt Basic Maroon White Unisex,T-Shirt,Erigo,60000,"4,8"
7,ER007,Erigo TShirt Oversize Barents Pale,T-Shirt,Erigo,70000,"4,3"
8,ER008,Erigo TShirt Basic Elon Shade Spruce,T-Shirt,Erigo,67000,"4,6"
9,ER009,Erigo TShirt Oversize Champlain Asphalt,T-Shirt,Erigo,70000,"4,5"
10,ER010,Erigo TShirt Daizen Black,T-Shirt,Erigo,60000,"4,6"
1,ER001,Eri Kaos Basic Olive White Unisex,T-Shirt,Erigo,60000,"4,8"
2,ER002,Eri Kaos Basic Mustard White Unisex,T-Shirt,Erigo,60000,"4,9"
3,ER003,Eri Kaos Basic Cream White Unisex,T-Shirt,Erigo,60000,"4,8"
4,ER004,Eri Kaos Basic Navy White Unisex,T-Shirt,Erigo,60000,"4,5"
5,ER005,Eri Kaos Basic EmEriald White Unisex,T-Shirt,Erigo,60000,"4,6"
6,ER006,Eri Kaos Basic Maroon White Unisex,T-Shirt,Erigo,60000,"4,8"
7,ER007,Eri Kaos OvErisize Barents Pale,T-Shirt,Erigo,70000,"4,3"
8,ER008,Eri Kaos Basic Elon Shade Spruce,T-Shirt,Erigo,67000,"4,6"
9,ER009,Eri Kaos OvErisize Champlain Asphalt,T-Shirt,Erigo,70000,"4,5"
10,ER010,Eri Kaos Daizen Black,T-Shirt,Erigo,60000,"4,6"
26,ER026,Celana Erigo Chino Pants Sirius Black,Pants,Erigo,119000,"4,5"
27,ER027,Celana Erigo Chino Pants James Katun Army,Pants,Erigo,99900,"4,9"
28,ER028,Celana Erigo Denim Pants Brandien Indigo,Pants,Erigo,169000,"4,8"
29,ER029,Celana Erigo Jogger Pants Adley Katun Olive,Pants,Erigo,112000,"4,6"
30,ER030,Celana Erigo Chino Pants Caprio Katun Brown,Pants,Erigo,119900,"4,7"
31,ER031,Celana Erigo Jogger Pants Saanvi Katun Grey,Pants,Erigo,112000,"4,6"
32,ER032,Celana Erigo Chino Pants Beryl Katun Emerald,Pants,Erigo,119000,"4,9"
33,ER033,Celana Erigo Chino Pants Zeno Light Brown,Pants,Erigo,119900,"4,9"
34,ER034,Celana Erigo Chino Pants Alexa Katun Navy,Pants,Erigo,119900,"4,8"
35,ER035,Celana Erigo Chino Pants Mika Katun Grey,Pants,Erigo,119900,"4,7"
27,ER027,Erigo Pants Chino Pants James Katun Army,Pants,Erigo,99900,"4,9"
28,ER028,Erigo Pants Denim Pants Brandien Indigo,Pants,Erigo,169000,"4,8"
29,ER029,Erigo Pants Jogger Pants Adley Katun Olive,Pants,Erigo,112000,"4,6"
30,ER030,Erigo Pants Chino Pants Caprio Katun Brown,Pants,Erigo,119900,"4,7"
31,ER031,Erigo Pants Jogger Pants Saanvi Katun Grey,Pants,Erigo,112000,"4,6"
32,ER032,Erigo Pants Chino Pants Beryl Katun Emerald,Pants,Erigo,119000,"4,9"
33,ER033,Erigo Pants Chino Pants Zeno Light Brown,Pants,Erigo,119900,"4,9"
34,ER034,Erigo Pants Chino Pants Alexa Katun Navy,Pants,Erigo,119900,"4,8"
35,ER035,Erigo Pants Chino Pants Mika Katun Grey,Pants,Erigo,119900,"4,7"
40,ER040,Eri Pants Unisex Erigo Chino Short Keiji Light Grey,Pants,Erigo,89000,"4,8"
41,ER041,Eri Pants Unisex Erigo Chino Pants Reguler Jair Mocha,Pants,Erigo,149000,"4,9"
42,ER042,Eri Pants Chino Panjang Pria Slim Fit Stretch Skinny Erigo Kantor Abu,Pants,Erigo,105000,"4,6"
43,ER043,Eri Pants Unisex Erigo Chino Pants Katun Olive,Pants,Erigo,119900,"4,6"
44,ER044,Erigo Chino Short Pants Keiji Light,Pants,Erigo,105684,"4,5"
49,ER049,Unisex Erigo Chino Pants Reguler Jaxson Hazel Wood,Pants,Erigo,149000,"4,7"
50,ER050,Unisex Erigo Chino Pants Paul Katun Light Grey,Pants,Erigo,120000,"4,9"
51,ER051,Kemeja Erigo Basic Longsleeve Eckhart Olive,Shirt,Erigo,88000,"4,6"
52,ER052,Kemeja Erigo Shanghai Longsleeve Humbold Army,Shirt,Erigo,89000,"4,6"
53,ER053,Kemeja Erigo Shanghai Longsleeve Weyburn Emerald,Shirt,Erigo,89000,"4,8"
54,ER054,Kemeja Erigo Shanghai Longsleeve Rossland Light Brown,Shirt,Erigo,89000,"4,6"
55,ER055,Kemeja Erigo Basic Longsleeve Foerza Emerald,Shirt,Erigo,88000,"4,7"
56,ER056,Kemeja Erigo Shanghai Longsleeve Deventer Olive,Shirt,Erigo,89000,"4,8"
57,ER057,Kemeja Erigo Shanghai Short Sleeve Tammy Light Brown,Shirt,Erigo,79000,"4,6"
58,ER058,Kemeja Erigo Shanghai Short Sleeve Rune White,Shirt,Erigo,79000,"4,6"
59,ER059,Kemeja Erigo Shanghai Short Sleeve Quinten Emerald,Shirt,Erigo,79000,"4,9"
60,ER060,Kemeja Erigo Shanghai Short Sleeve Wout Navy,Shirt,Erigo,79000,"4,6"
61,ER061,Kemeja Erigo Shanghai Short Sleeve Tyra Olive,Shirt,Erigo,79000,"4,7"
62,ER062,Kemeja Erigo Basic Longsleeve Sherman Army,Shirt,Erigo,88000,"4,8"
63,ER063,Kemeja Erigo Shanghai Longsleeve Venlo Navy,Shirt,Erigo,89000,"4,8"
64,ER064,Kemeja Erigo Work Shirt Fritz Darkest Spruce,Shirt,Erigo,84000,"4,6"
65,ER065,Kemeja Erigo Short Shirt Cochise Light Brown,Shirt,Erigo,77000,"4,7"
66,ER066,Kemeja Erigo Short Shirt Aera Rayon Khaki,Shirt,Erigo,69000,"4,6"
67,ER067,Kemeja Erigo Short Shirt Lavrenti White,Shirt,Erigo,77000,"4,7"
68,ER068,Kemeja Erigo Short Shirt Delwyn Rayon Dark Brown,Shirt,Erigo,69000,"4,7"
69,ER069,Kemeja Erigo Short Shirt Othieno Rayon Army,Shirt,Erigo,77000,"4,5"
49,ER049,Unisex Erigo Chino Pants Reguler Jaxson Hazel Wood,Pants,Erigo,149000,"4,7"
50,ER050,Unisex Erigo Chino Pants Paul Katun Light Grey,Pants,Erigo,120000,"4,9"
51,ER051,Erigo Shirt Basic Longsleeve Eckhart Olive,Shirt,Erigo,88000,"4,6"
52,ER052,Erigo Shirt Shanghai Longsleeve Humbold Army,Shirt,Erigo,89000,"4,6"
53,ER053,Erigo Shirt Shanghai Longsleeve Weyburn Emerald,Shirt,Erigo,89000,"4,8"
54,ER054,Erigo Shirt Shanghai Longsleeve Rossland Light Brown,Shirt,Erigo,89000,"4,6"
55,ER055,Erigo Shirt Basic Longsleeve Foerza Emerald,Shirt,Erigo,88000,"4,7"
56,ER056,Erigo Shirt Shanghai Longsleeve Deventer Olive,Shirt,Erigo,89000,"4,8"
57,ER057,Erigo Shirt Shanghai Short Sleeve Tammy Light Brown,Shirt,Erigo,79000,"4,6"
58,ER058,Erigo Shirt Shanghai Short Sleeve Rune White,Shirt,Erigo,79000,"4,6"
59,ER059,Erigo Shirt Shanghai Short Sleeve Quinten Emerald,Shirt,Erigo,79000,"4,9"
60,ER060,Erigo Shirt Shanghai Short Sleeve Wout Navy,Shirt,Erigo,79000,"4,6"
61,ER061,Erigo Shirt Shanghai Short Sleeve Tyra Olive,Shirt,Erigo,79000,"4,7"
62,ER062,Erigo Shirt Basic Longsleeve Sherman Army,Shirt,Erigo,88000,"4,8"
63,ER063,Erigo Shirt Shanghai Longsleeve Venlo Navy,Shirt,Erigo,89000,"4,8"
64,ER064,Erigo Shirt Work Shirt Fritz Darkest Spruce,Shirt,Erigo,84000,"4,6"
65,ER065,Erigo Shirt Short Shirt Cochise Light Brown,Shirt,Erigo,77000,"4,7"
66,ER066,Erigo Shirt Short Shirt Aera Rayon Khaki,Shirt,Erigo,69000,"4,6"
67,ER067,Erigo Shirt Short Shirt Lavrenti White,Shirt,Erigo,77000,"4,7"
68,ER068,Erigo Shirt Short Shirt Delwyn Rayon Dark Brown,Shirt,Erigo,69000,"4,7"
69,ER069,Erigo Shirt Short Shirt Othieno Rayon Army,Shirt,Erigo,77000,"4,5"
78,ER078,Tas Erigo Tote bag Erigo The Club Black,Bag,Erigo,69000,"4,7"
79,ER079,Tas Erigo Tote bag Erigo Your Summer Maroon,Bag,Erigo,69000,"4,8"
80,ER080,Tas Erigo Tote bag Erigo Serving Beige,Bag,Erigo,69000,"4,8"
81,ER081,Tas Erigo Tote bag Two Tone Aloha Erigo Mustard,Bag,Erigo,71000,"4,7"
82,ER082,Tas Erigo Tote bag Erigo Sun & Breeze Grey,Bag,Erigo,69000,"4,9"
83,ER083,Tas Erigo Waist Bag Kanoi Cordura Black,Bag,Erigo,64000,"4,7"
84,ER084,Tas Erigo Sling Bag Hikaru Cordura Black,Bag,Erigo,79000,"4,8"
85,ER085,Tas Erigo Sling bag Seiko Cordura Navy,Bag,Erigo,69000,"4,7"
86,ER086,Tas Erigo Waist bag Eiji Black Cordura,Bag,Erigo,64000,"4,7"
87,ER087,Tas Erigo Waist Bag Kanoi Olive Cordura,Bag,Erigo,64000,"4,8"
88,ER088,Tas Erigo Waist Bag Itsuki Cordura Olive,Bag,Erigo,64000,"4,8"
89,ER089,Tas Erigo Waist Bag Aghony Black,Bag,Erigo,69000,"4,8"
90,ER090,Tas Erigo Waist Bag Aleister Cordura Navy,Bag,Erigo,64000,"4,6"
91,ER091,Tas Erigo Waist Bag Aleister Cordura Olive,Bag,Erigo,64000,"4,8"
78,ER078,Erigo Bag Tote bag Erigo The Club Black,Bag,Erigo,69000,"4,7"
79,ER079,Erigo Bag Tote bag Erigo Your Summer Maroon,Bag,Erigo,69000,"4,8"
80,ER080,Erigo Bag Tote bag Erigo Serving Beige,Bag,Erigo,69000,"4,8"
81,ER081,Erigo Bag Tote bag Two Tone Aloha Erigo Mustard,Bag,Erigo,71000,"4,7"
82,ER082,Erigo Bag Tote bag Erigo Sun & Breeze Grey,Bag,Erigo,69000,"4,9"
83,ER083,Erigo Bag Waist Bag Kanoi Cordura Black,Bag,Erigo,64000,"4,7"
84,ER084,Erigo Bag Sling Bag Hikaru Cordura Black,Bag,Erigo,79000,"4,8"
85,ER085,Erigo Bag Sling bag Seiko Cordura Navy,Bag,Erigo,69000,"4,7"
86,ER086,Erigo Bag Waist bag Eiji Black Cordura,Bag,Erigo,64000,"4,7"
87,ER087,Erigo Bag Waist Bag Kanoi Olive Cordura,Bag,Erigo,64000,"4,8"
88,ER088,Erigo Bag Waist Bag Itsuki Cordura Olive,Bag,Erigo,64000,"4,8"
89,ER089,Erigo Bag Waist Bag Aghony Black,Bag,Erigo,69000,"4,8"
90,ER090,Erigo Bag Waist Bag Aleister Cordura Navy,Bag,Erigo,64000,"4,6"
91,ER091,Erigo Bag Waist Bag Aleister Cordura Olive,Bag,Erigo,64000,"4,8"
85,ER085,Eri Bag Sling bag Seiko Cordura Navy,Bag,Erigo,69000,"4,7"
86,ER086,Eri Bag Waist bag Eiji Black Cordura,Bag,Erigo,64000,"4,7"
87,ER087,Eri Bag Waist Bag Kanoi Olive Cordura,Bag,Erigo,64000,"4,8"
88,ER088,Eri Bag Waist Bag Itsuki Cordura Olive,Bag,Erigo,64000,"4,8"
89,ER089,Eri Bag Waist Bag Aghony Black,Bag,Erigo,69000,"4,8"
90,ER090,Eri Bag Waist Bag Aleister Cordura Navy,Bag,Erigo,64000,"4,6"
91,ER091,Eri Bag Waist Bag Aleister Cordura Olive,Bag,Erigo,64000,"4,8"
1,TE001,Exe Kaos Dolman Sleeve Top Brown,T-Shirt,Executive,99900,"4,6"
2,TE002,Exe Kaos Dolman Sleeve Top White,T-Shirt,Executive,99900,"4,8"
3,TE003,Exe Kaos Dolman Sleeve Top Lavender,T-Shirt,Executive,99900,"4,5"
4,TE004,Exe Kaos Dolman Sleeve Top Soft Green,T-Shirt,Executive,99900,"4,7"
5,TE005,Exe Kaos Round Neck Puff Sleeves Top Taupe,T-Shirt,Executive,127415,"4,9"
6,TE006,Exe Kaos Round Neck Puff Sleeves Top Off White,T-Shirt,Executive,127415,"4,7"
7,TE007,Exe Kaos Short Sleeve Stripes Shirt Beige,T-Shirt,Executive,110415,"4,5"
8,TE008,Exe Kaos Openwork Short Sleeve Top Black,T-Shirt,Executive,237915,"4,6"
1,TE001,Exe TShirt Dolman Sleeve Top Brown,T-Shirt,Executive,99900,"4,6"
2,TE002,Exe TShirt Dolman Sleeve Top White,T-Shirt,Executive,99900,"4,8"
3,TE003,Exe TShirt Dolman Sleeve Top Lavender,T-Shirt,Executive,99900,"4,5"
4,TE004,Exe TShirt Dolman Sleeve Top Soft Green,T-Shirt,Executive,99900,"4,7"
5,TE005,Exe TShirt Round Neck Puff Sleeves Top Taupe,T-Shirt,Executive,127415,"4,9"
6,TE006,Exe TShirt Round Neck Puff Sleeves Top Off White,T-Shirt,Executive,127415,"4,7"
7,TE007,Exe TShirt Short Sleeve Stripes Shirt Beige,T-Shirt,Executive,110415,"4,5"
8,TE008,Exe TShirt Openwork Short Sleeve Top Black,T-Shirt,Executive,237915,"4,6"
1,TE001,TShirt Executive Dolman Sleeve Top Brown,T-Shirt,Executive,99900,"4,6"
2,TE002,TShirt Executive Dolman Sleeve Top White,T-Shirt,Executive,99900,"4,8"
3,TE003,TShirt Executive Dolman Sleeve Top Lavender,T-Shirt,Executive,99900,"4,5"
4,TE004,TShirt Executive Dolman Sleeve Top Soft Green,T-Shirt,Executive,99900,"4,7"
5,TE005,TShirt Executive Round Neck Puff Sleeves Top Taupe,T-Shirt,Executive,127415,"4,9"
6,TE006,TShirt Executive Round Neck Puff Sleeves Top Off White,T-Shirt,Executive,127415,"4,7"
7,TE007,TShirt Executive Short Sleeve Stripes Shirt Beige,T-Shirt,Executive,110415,"4,5"
8,TE008,TShirt Executive Openwork Short Sleeve Top Black,T-Shirt,Executive,237915,"4,6"
1,TE001,TShirt Exe Dolman Sleeve Top Brown,T-Shirt,Executive,99900,"4,6"
2,TE002,TShirt Exe Dolman Sleeve Top White,T-Shirt,Executive,99900,"4,8"
3,TE003,TShirt Exe Dolman Sleeve Top Lavender,T-Shirt,Executive,99900,"4,5"
4,TE004,TShirt Exe Dolman Sleeve Top Soft Green,T-Shirt,Executive,99900,"4,7"
5,TE005,TShirt Exe Round Neck Puff Sleeves Top Taupe,T-Shirt,Executive,127415,"4,9"
6,TE006,TShirt Exe Round Neck Puff Sleeves Top Off White,T-Shirt,Executive,127415,"4,7"
7,TE007,TShirt Exe Short Sleeve Stripes Shirt Beige,T-Shirt,Executive,110415,"4,5"
8,TE008,TShirt Exe Openwork Short Sleeve Top Black,T-Shirt,Executive,237915,"4,6"
27,TE027,Exe Pants Regular Fit Classic Trousers Grey,Pants,Executive,89970,"4,9"
28,TE028,Exe Pants Wide Leg Loose Pants Olive,Pants,Executive,59980,"4,6"
29,TE029,Exe Pants Regular Fit Printed Pants Off White,Pants,Executive,98970,"4,8"
30,TE030,Exe Pants Regular Fit Classic Trousers Navy,Pants,Executive,89970,"4,9"
31,TE031,Exe Pants Straight Leg Striped Pants Soft Pink,Pants,Executive,89970,"4,7"
32,TE032,Exe Pants Way Stretch Brooklyn Pants Black,Pants,Executive,303920,"4,5"
33,TE033,Exe Pants Straight Leg Striped Long Pants Grey,Pants,Executive,89970,"4,8"
34,TE034,Exe Pants Manhattan Fit,Pants,Executive,150000,"4,6"
35,TE035,Exe Pants Ankle Length Pencil Pants Dark Brown,Pants,Executive,89970,"4,7"
36,TE036,Exe Pants Basic Way Stretch Skinny Brooklyn Editor Pants Black,Pants,Executive,299900,"4,9"
37,TE037,Exe Pants Regular Fit Classic Trousers Grey,Pants,Executive,89970,"4,5"
38,TE038,Exe Pants Basic Skinny Fit Denim Pants Navy,Pants,Executive,179900,"4,8"
27,TE027,Celana Executive Regular Fit Classic Trousers Grey,Pants,Executive,89970,"4,9"
28,TE028,Celana Executive Wide Leg Loose Pants Olive,Pants,Executive,59980,"4,6"
29,TE029,Celana Executive Regular Fit Printed Pants Off White,Pants,Executive,98970,"4,8"
30,TE030,Celana Executive Regular Fit Classic Trousers Navy,Pants,Executive,89970,"4,9"
31,TE031,Celana Executive Straight Leg Striped Pants Soft Pink,Pants,Executive,89970,"4,7"
32,TE032,Celana Executive Way Stretch Brooklyn Pants Black,Pants,Executive,303920,"4,5"
33,TE033,Celana Executive Straight Leg Striped Long Pants Grey,Pants,Executive,89970,"4,8"
34,TE034,Celana Executive Manhattan Fit,Pants,Executive,150000,"4,6"
35,TE035,Celana Executive Ankle Length Pencil Pants Dark Brown,Pants,Executive,89970,"4,7"
36,TE036,Celana Executive Basic Way Stretch Skinny Brooklyn Editor Pants Black,Pants,Executive,299900,"4,9"
37,TE037,Celana Executive Regular Fit Classic Trousers Grey,Pants,Executive,89970,"4,5"
38,TE038,Celana Executive Basic Skinny Fit Denim Pants Navy,Pants,Executive,179900,"4,8"
50,TE050,Exe Shirt Skinny Fit Ankle Pants Taupe,Pants,Executive,150000,"4,6"
51,TE051,Exe Shirt Basic Slim Fit Long Sleeve Shirt Navy,Shirt,Executive,199900,"4,9"
52,TE052,Exe Shirt Basic Slim Fit Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
53,TE053,Exe Shirt Basic Slim Fit Long Sleeve Shirt White,Shirt,Executive,199900,"4,8"
54,TE054,Exe Shirt Basic Easy Care Long Sleeve Shirt White,Shirt,Executive,169915,"4,8"
55,TE055,Exe Shirt Slim Fit Long Sleeve Blouse White,Shirt,Executive,199900,"4,8"
56,TE056,Exe Shirt Basic Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
57,TE057,Exe Shirt Basic Long Sleeve Blouse Light Blue,Shirt,Executive,199900,"4,9"
58,TE058,Exe Shirt Basic Long Sleeve Shirt Light Blue,Shirt,Executive,199900,"4,9"
50,TE050,Kemeja Exe Skinny Fit Ankle Pants Taupe,Pants,Executive,150000,"4,6"
51,TE051,Kemeja Exe Basic Slim Fit Long Sleeve Shirt Navy,Shirt,Executive,199900,"4,9"
52,TE052,Kemeja Exe Basic Slim Fit Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
53,TE053,Kemeja Exe Basic Slim Fit Long Sleeve Shirt White,Shirt,Executive,199900,"4,8"
54,TE054,Kemeja Exe Basic Easy Care Long Sleeve Shirt White,Shirt,Executive,169915,"4,8"
55,TE055,Kemeja Exe Slim Fit Long Sleeve Blouse White,Shirt,Executive,199900,"4,8"
56,TE056,Kemeja Exe Basic Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
57,TE057,Kemeja Exe Basic Long Sleeve Blouse Light Blue,Shirt,Executive,199900,"4,9"
58,TE058,Kemeja Exe Basic Long Sleeve Shirt Light Blue,Shirt,Executive,199900,"4,9"
50,TE050,Executive Shirt Skinny Fit Ankle Pants Taupe,Pants,Executive,150000,"4,6"
51,TE051,Executive Shirt Basic Slim Fit Long Sleeve Shirt Navy,Shirt,Executive,199900,"4,9"
52,TE052,Executive Shirt Basic Slim Fit Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
53,TE053,Executive Shirt Basic Slim Fit Long Sleeve Shirt White,Shirt,Executive,199900,"4,8"
54,TE054,Executive Shirt Basic Easy Care Long Sleeve Shirt White,Shirt,Executive,169915,"4,8"
55,TE055,Executive Shirt Slim Fit Long Sleeve Blouse White,Shirt,Executive,199900,"4,8"
56,TE056,Executive Shirt Basic Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
57,TE057,Executive Shirt Basic Long Sleeve Blouse Light Blue,Shirt,Executive,199900,"4,9"
58,TE058,Executive Shirt Basic Long Sleeve Shirt Lightblue,Shirt,Executive,199900,"4,9"
50,TE050,Kemeja Executive Skinny Fit Ankle Pants Taupe,Pants,Executive,150000,"4,6"
51,TE051,Kemeja Executive Basic Slim Fit Long Sleeve Shirt Navy,Shirt,Executive,199900,"4,9"
52,TE052,Kemeja Executive Basic Slim Fit Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
53,TE053,Kemeja Executive Basic Slim Fit Long Sleeve Shirt White,Shirt,Executive,199900,"4,8"
54,TE054,Kemeja Executive Basic Easy Care Long Sleeve Shirt White,Shirt,Executive,169915,"4,8"
55,TE055,Kemeja Executive Slim Fit Long Sleeve Blouse White,Shirt,Executive,199900,"4,8"
56,TE056,Kemeja Executive Basic Long Sleeve Shirt Black,Shirt,Executive,199900,"4,9"
57,TE057,Kemeja Executive Basic Long Sleeve Blouse Light Blue,Shirt,Executive,199900,"4,9"
58,TE058,Kemeja Executive Basic Long Sleeve Shirt Lightblue,Shirt,Executive,199900,"4,9"
78,TE078,Exe Bag Tote Bag Black,Bag,Executive,377916,5
79,TE079,Exe Bag Tote Bag Olive,Bag,Executive,174930,"4,8"
80,TE080,Exe Bag Sling Shopper Bag Black,Bag,Executive,159960,"4,5"
81,TE081,Exe Bag Sling Shopper Bag Beige,Bag,Executive,159960,"4,5"
82,TE082,Exe Bag Sling Shopper Bag Brown,Bag,Executive,159960,"4,5"
83,TE083,Exe Bag Tote Black Bag Classic,Bag,Executive,167916,"4,5"
84,TE084,Exe Bag Body Bag Black,Bag,Executive,251916,"4,5"
85,TE085,Exe Bag Sling Bag Brown,Bag,Executive,251916,5
86,TE086,Exe Bag Beige Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,5"
87,TE087,Exe Bag Brown Quilted Box Bag,Bag,Executive,55980,"4,5"
88,TE088,Exe Bag Off White Travel Bag,Bag,Executive,254915,"4,5"
89,TE089,Exe Bag Black Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,5"
90,TE090,Exe Bag Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
78,TE078,Tas Executive Tote Bag Black,Bag,Executive,377916,5
79,TE079,Tas Executive Tote Bag Olive,Bag,Executive,174930,"4,8"
80,TE080,Tas Executive Sling Shopper Bag Black,Bag,Executive,159960,"4,5"
81,TE081,Tas Executive Sling Shopper Bag Beige,Bag,Executive,159960,"4,5"
82,TE082,Tas Executive Sling Shopper Bag Brown,Bag,Executive,159960,"4,5"
83,TE083,Tas Executive Tote Black Bag Classic,Bag,Executive,167916,"4,5"
84,TE084,Tas Executive Body Bag Black,Bag,Executive,251916,"4,5"
85,TE085,Tas Executive Sling Bag Brown,Bag,Executive,251916,5
86,TE086,Tas Executive Beige Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,5"
87,TE087,Tas Executive Brown Quilted Box Bag,Bag,Executive,55980,"4,5"
88,TE088,Tas Executive Off White Travel Bag,Bag,Executive,254915,"4,5"
89,TE089,Tas Executive Black Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,5"
90,TE090,Tas Executive Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
78,TE078,Tas Exe Tote Bag Black,Bag,Executive,377916,5
79,TE079,Tas Exe Tote Bag Olive,Bag,Executive,174930,"4,8"
80,TE080,Tas Exe Sling Shopper Bag Black,Bag,Executive,159960,"4,5"
81,TE081,Tas Exe Sling Shopper Bag Beige,Bag,Executive,159960,"4,5"
82,TE082,Tas Exe Sling Shopper Bag Brown,Bag,Executive,159960,"4,5"
83,TE083,Tas Exe Tote Black Bag Classic,Bag,Executive,167916,"4,5"
84,TE084,Tas Exe Body Bag Black,Bag,Executive,251916,"4,5"
85,TE085,Tas Exe Sling Bag Brown,Bag,Executive,251916,5
86,TE086,Tas Exe Beige Quilted Flap Shoulder Bag,Bag,Executive,75980,"4,5"
87,TE087,Tas Exe Brown Quilted Box Bag,Bag,Executive,55980,"4,5"
88,TE088,Tas Exe Off White Travel Bag,Bag,Executive,254915,"4,5"
89,TE089,Tas Exe Black Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,5"
90,TE090,Tas Exe Tote Bag With Adjustable Strap,Bag,Executive,284925,"4,6"
1,EI001,Eig Kaos Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Eig Kaos Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Eig Kaos Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Eig Kaos Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Eig Kaos Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Eig Kaos Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Eig Kaos Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Eig Kaos Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Eig Kaos Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Eig Kaos Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Eig Kaos Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Eig Kaos Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Eig Kaos Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
1,EI001,Eig TShirt Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Eig TShirt Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Eig TShirt Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Eig TShirt Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Eig TShirt Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Eig TShirt Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Eig TShirt Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Eig TShirt Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Eig TShirt Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Eig TShirt Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Eig TShirt Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
12,EI012,Eig TShirt Strato Short,T-Shirt,Eiger,239000,"4,8"
13,EI013,Eig TShirt Kenali Negeri,T-Shirt,Eiger,179000,"4,8"
1,EI001,Kaos Eiger Swift Short,T-Shirt,Eiger,189000,"4,6"
2,EI002,Kaos Eiger Scenic ,T-Shirt,Eiger,189000,"4,8"
3,EI003,Kaos Eiger Swift Tank Top  ,T-Shirt,Eiger,169000,"4,9"
4,EI004,Kaos Eiger Good Vibes To Ride Short,T-Shirt,Eiger,179000,"4,5"
5,EI005,Kaos Eiger Stayin Awake Sleeveless     ,T-Shirt,Eiger,169000,"4,5"
6,EI006,Kaos Eiger Handle With Care Long      ,T-Shirt,Eiger,199000,48
7,EI007,Kaos Eiger Moorland Active Long,T-Shirt,Eiger,159000,"4,6"
8,EI008,Kaos Eiger Cadence Short,T-Shirt,Eiger,249000,"4,9"
9,EI009,Kaos Eiger Cadence Long,T-Shirt,Eiger,249000,"4,6"
10,EI010,Kaos Eiger Rolling Polo ,T-Shirt,Eiger,219000,"4,9"
11,EI011,Kaos Eiger Raintour Long  ,T-Shirt,Eiger,219000,"4,9"
