No,id_item,nama_item,katagory,Brand,harga,rating
1,ER001,Erigo Kaos Basic Olive White Unisex,T-Shirt,Erigo,60000,"4,8"
2,ER002,Erigo Kaos Basic Mustard White Unisex,T-Shirt,Erigo,60000,"4,9"
3,ER003,Erigo Kaos Basic Cream White Unisex,T-Shirt,Erigo,60000,"4,8"
4,ER004,Erigo Kaos Basic Navy White Unisex,T-Shirt,Erigo,60000,"4,5"
5,ER005,Erigo Kaos Basic Emerald White Unisex,T-Shirt,Erigo,60000,"4,6"
6,ER006,Erigo Kaos Basic Maroon White Unisex,T-Shirt,Erigo,60000,"4,8"
7,ER007,Erigo Kaos Oversize Barents Pale,T-Shirt,Erigo,70000,"4,3"
8,ER008,Erigo Kaos Basic Elon Shade Spruce,T-Shirt,Erigo,67000,"4,6"
9,ER009,Erigo Kaos Oversize Champlain Asphalt,T-Shirt,Erigo,70000,"4,5"
10,ER010,Erigo Kaos Daizen Black,T-Shirt,Erigo,60000,"4,6"
